ZipCode/Item,,,,2022-0281 Bighorn Sheep Tag Drawing Application (Nonres),2022-0280 Bighorn Sheep Tag Drawing Application (Res),,2022-1500 Carrizo Plain ER - Chimineas Unit Apprentice Deer Draw Application,2022-1152 Deer Tag Drawing Application - 1st Deer (Lifetime Licensee),2022-1151 Deer Tag Drawing Application - 1st Deer (Nonres),2022-1150 Deer Tag Drawing Application - 1st Deer (Res),,2022-1161 Deer Tag Drawing Application - 2nd Deer (Nonres),2022-1160 Deer Tag Drawing Application - 2nd Deer (Res),,2022-0211 Elk Tag Drawing Application (Nonres),,2022-0210 Elk Tag Drawing Application (Res),,2022-6086 Hunter Education Instructor Only - Deer - Open Zone Drawing Application,,2022-0201 Pronghorn Antelope Tag Drawing Application (Nonres),2022-0200 Pronghorn Antelope Tag Drawing Application (Res),2022-1700 Tehama Wildlife Area G1 Deer Hunt Access Permit Application,2022-1131 Bear Tag (Nonres),2022-1132 Bear Tag (Res - Junior),2022-1130 Bear Tag (Res),2022-4511 Bighorn Sheep Tag (Nonres),2022-4510 Bighorn Sheep Tag (Res),2022-4513 Bighorn Sheep Tag - Fundraising (Nonres),2022-4512 Bighorn Sheep Tag - Fundraising (Res),2022-1542 Deer Exception Exchange 1st Deer Tag,2022-1543 Deer Exception Exchange 2nd Deer Tag,2022-1540 Deer Exchange 1st Deer Tag,2022-1541 Deer Exchange 2nd Deer Tag,2022-1341 Deer Tag  - 2nd Deer  (Nonres),2022-1342 Deer Tag  - 2nd Deer (Draw Issued),2022-1349 Deer Tag  - 2nd Deer (Unsuccessful Draw),2022-1344 Deer Tag  - Fundraising 2nd Deer  (Res),2022-1343 Deer Tag  - Military 2nd Deer  (Res),2022-1142 Deer Tag - 1st Deer (Draw Issued),2022-1143 Deer Tag - 1st Deer (Lifetime Licensee),2022-1141 Deer Tag - 1st Deer (Nonres),2022-1140 Deer Tag - 1st Deer (Res),2022-1149 Deer Tag - 1st Deer (Unsuccessful Draw),2022-9145 Deer Tag - 1st Deer Landowner (Lifetime Licensee),2022-1146 Deer Tag - 1st Deer Landowner (Nonres),2022-1145 Deer Tag - 1st Deer Landowner (Res),2022-9143 Deer Tag - 1st Deer Landowner (Unsuccessful Draw),2022-9144 Deer Tag - 1st Deer Military (Lifetime Licensee),2022-9142 Deer Tag - 1st Deer Military (Unsuccessful Draw),2022-1340 Deer Tag - 2nd Deer (Res),2022-1351 Deer Tag - 2nd Deer Landowner (Res),2022-9141 Deer Tag - Military 1st Deer (Nonres) ,2022-1144 Deer Tag - Military 1st Deer (Res),2022-3371 Elk Tag (Nonres),2022-3376 Elk Tag (Res - Junior),2022-3370 Elk Tag (Res),2022-3381 Elk Tag - Fundraising (Nonres),2022-3380 Elk Tag - Fundraising (Res),2022-3378 Elk Tag - Hunter Ed Instructor Incentive Program SHARE (Res),2022-3390 Elk Tag - Sec 555 Landowner (Res),2022-3375 Elk Tag - SHARE (Nonres),2022-3379 Elk Tag - SHARE (Res - Junior),2022-3374 Elk Tag - SHARE (Res),2022-5050 PLM Bear,2022-5000 PLM Deer Tag (Antlerless),2022-5010 PLM Deer Tag (Buck),2022-5110 PLM Deer Tag (Either-Sex),2022-5080 PLM Elk Tag (Antlerless),2022-5040 PLM Elk Tag (Bull),2022-5020 PLM Pronghorn Antelope Tag (Buck),2022-4331 Pronghorn Antelope Tag (Nonres),2022-4335 Pronghorn Antelope Tag (Res - Junior),2022-4330 Pronghorn Antelope Tag (Res),2022-4332 Pronghorn Antelope Tag - Fundraising (Res),2022-4711 Wild Pig Tag (Nonres),2022-4710 Wild Pig Tag (Res),2022-4717 Wild Pig Tag - Lifetime (up to 5 Free),"2022-6210 Big Game Tag Return Processing Fee (Antelope, Bighorn Sheep, and Elk)",2022-1190 Deer Tag Non-Reporting Fee,2022-1191 Deer Tag Non-Reporting Fee (Manual),2022-6807 Fundraising Donation - Bighorn Sheep,2022-6808 Fundraising Donation - Deer,2022-6805 Fundraising Donation - Elk,2022-6806 Fundraising Donation - Pronghorn Antelope,2022-1195 Offset Fee - Resident to Nonresident 1st Deer Tag,2022-7204 Refund - Nonresident 1st Deer Drawing Application,2022-7203 Refund - Nonresident 2nd Deer Drawing Application,2022-3320 Hunting License  - Disabled Veteran,2022-3321 Hunting License  - Recovering Service Member,2022-1110 Hunting License (Junior),2022-1117 Hunting License (Junior) - Lifetime,2022-1120 Hunting License (Nonres),2022-1100 Hunting License (Res),2022-1107 Hunting License - Lifetime,2022-1220 Hunting 1-Day License (Nonres) Game Bird Club,2022-1170 Hunting 2-Day License (Nonres),2022-3350 Disabled Archer Permit,2022-3351 Disabled Archer Permit - Temporary,2022-0150 Harvest Information Program (HIP) Validation,2022-7180 Hunter Education Certificate (Dup),2022-7505 Hunter Education Class Pre-Registration,2022-1457 SHARE Big Game Hunts Multi Choice Application,2022-1456 SHARE Bird Hunts Multi Choice Application,2022-1466 SHARE Elk Multi-Choice Draw Application,2022-1454 SHARE Elk Private Lands Management Area (PLM) Draw Application,2022-5060 PLM Turkey Tag,2022-5070 PLM Upland Game Bird Seal,2022-1600 Dove Hunt Drawing Application,2022-1607 Fall Turkey Hunt Drawing Application,2022-1602 Little Dry Creek Family Pheasant Hunt Drawing Application,2022-1601 Quail/Chukar Hunt Drawing Application,2022-1603 Spring Turkey Hunt Drawing Application - All Junior Hunts,2022-1606 Spring Turkey Hunt Drawing Application - Archery Only,2022-1605 Spring Turkey Hunt Drawing Application - Balance of Season,2022-1604 Spring Turkey Hunt Drawing Application - Opening Weekend,2022-1480 Upland Game Bird Validation,2022-1487 Upland Game Bird Validation- Lifetime,2022-1440 Type A Wildlife Area Season Pass,2022-1430 Type B Wildlife Area Season Pass ,2022-1411 Type A Wildlife Area Pass (1-Day),2022-1410 Type A Wildlife Area Pass (1-Day) - Two Day Package Constituent,2022-1420 Wildlife Area Pass (2-Day Package),2022-1494 Waterfowl Active Military and Veteran Weekend  Mobility Impaired Hunts Application,2022-1492 Waterfowl Active Military and Veteran Weekend Application,2022-1400 Waterfowl Multi Choice Application,2022-1401 Waterfowl Multi Choice Application (Mobility Impaired Hunts),2022-1490 Waterfowl Season Long Application,2022-1491 Waterfowl Season Long Application (Mobility Impaired Hunts),2022-1180 California Duck Validation,2022-1187 California Duck Validation - Lifetime,Grand Total
92040,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,,,,,,,,,,,2,,,20,,,,1,,3,,,,,,,,,,,,,,,,,10,,,,,6,3,,,,,,,2,,63
92054,,,,,1,,,,,8,,,,,,,1,,,,,1,,,,6,,,,,,,,,,,,,,0,,,33,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,3,,,,,,,,,3,,7,,0,156,,,,,,77,1,1,,,,,,,,,,,,,,,102,,2,,17,6,3,,,,,,,32,,488
92055,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,110,,,,67,,,,,,2,13,25,,1,138,,,,,,,,,,,,,,,,,,,,,,,32,1,,27,,,,,,,,,42,1,19,,1,204,1,,1,,,113,,,,,,,,,,,,,,,,,99,,3,,41,48,24,,,,,,,68,,1085
92056,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,8,,,,,,5,,,,,,,,,,,,,,,,,5,,,,1,2,1,,,,,,,2,,29
92057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,4,,2,,,27,,,,,,12,,2,,,,,,,,,,,,,,,22,,,,7,4,2,,,,,,,7,,95
92064,,,,,2,,,,,7,,,,,,,4,,,,,1,,,,1,,,,,,,,,,,,,,,,,13,1,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,2,,,,,,,,,2,,11,,,102,1,,1,,,84,1,,,,,,,,,,,,,,,,84,,2,,11,22,11,,,,,,,18,,408
92065,,,,,2,,,,,41,,,,,,,3,,,,,2,,,,8,,,,,,,,,,,,,,,1,,46,1,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,2,18,6,,24,,,,,,,,,3,,20,,1,207,4,,,2,,135,1,4,,,,,,,,,,,,,,,165,2,1,,28,26,13,,,14,,,,24,2,852
92069,,,,,1,,,,,41,,,,,,,4,,,,,1,,,,12,,,,,,,,,,,,,,,,,55,2,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,23,,,,,,,,,11,,17,1,,398,3,,3,1,,318,,1,,,,,,,,,,,,,,,300,,7,1,29,84,42,,,9,,,,116,,1600
92070,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,,,,3,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,1,,31
92071,,,,,,,,,,2,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,12,1,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,2,,,,,,,,,10,,13,,,181,2,,10,,,136,,,,,,,,,,,,,,,,,156,2,3,,67,60,30,,,72,,29,,52,1,885
92075,,,,,1,,,,,2,,,,,,,2,,,,,2,,,,2,,,,,,,,,,,,,,,,,12,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,2,58,,,4,,,,,,,,,,,12,,2,123,4,,1,,,75,,,,,,,,,,,,,,,,,93,2,2,,12,14,7,,,,,,,32,1,469
92083,,,,,1,,,,,9,,,,,,,1,,,,,1,,,,11,,,,,,,,,,,,,,,,,27,1,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,4,,,,,,,,,2,,8,,1,177,1,,3,,,123,,4,,,,,,,,,,,,,,,128,1,3,,19,36,18,,,,,44,,43,1,726
92106,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,2,,,,,,,,,1,,,1,,28,,,,,,24,,,,,,,,,,,,,,,1,1,22,,4,,,10,5,,,49,,123,,17,,314
92109,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,2,,,,1,21,1,,,,,14,,,,,,,,,,,,,,,,,19,,3,,3,18,9,,,8,,116,,15,,237
92110,,,,,1,,,,,7,,,,,,,3,,,,,,,,,9,,,,,,,,,,,,,,,,,30,1,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,8,,,,,,,,,1,,10,,1,223,1,,10,,,174,1,2,,1,,,,,,,,,,,,,168,,3,,34,32,16,,,,,,,80,,873
92111,,,,,3,,,,,18,,,,,,,4,,,,,4,,,,17,,,,,,,,,,,,,,,,,56,1,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,8,,,,,,,,,16,,13,,3,475,1,,4,,,340,,1,,,,,,,,,,,,,,,348,1,3,,36,84,42,,,61,,29,,168,1,1821
92115,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,19,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,4,,,,,,,,,3,,,,,110,,,,3,,64,,1,,,,,,,,,,,,,,,85,,2,,2,6,3,,,,,,,21,,350
92123,,,,,1,,,,,4,,,,,,,1,,,,,,,,,5,,,,,,,,4,,,,,,0,1,,23,4,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,1,32,5,,3,,,,,,,,,29,,5,10,1,97,42,4,,2,,87,8,,3,2,,,,,,,,,,,,,77,19,1,,3,32,16,,,45,,,,14,3,597
92126,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,7,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,1,,,,,,,,,1,,2,,1,76,,,1,,,45,2,,,,,,,,,,,,,,,,50,,5,,18,14,7,,,,,,,22,,270
92128,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,6,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,2,,,,,,,,,2,,,,1,72,1,,1,,,42,,,,,,,,,,,,,,,,,46,,1,,8,22,11,,,,,,,14,,251
92154,,,,,,,,,,9,,,,,,,1,,,,,,,2,,3,,,,,,,,,,,,,,,,1,24,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,10,,,,,,,,,7,,5,,3,83,,,4,,,37,,2,,,,,,,,,,,,,,,46,,4,,8,16,8,,,,,,,17,,319
92173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,0,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,3
92201,,,,,1,,,,,42,,,,,,,3,,,,,,,,1,5,,,,,,,,,,,,,,,,,31,7,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,11,,,,,,,,,2,,5,,4,246,2,,1,,,235,2,,,,,,,,,,,,,,,,229,,2,,15,16,8,,,,,,,26,,916
92203,,,,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,,1,25,,,,,,4,,1,,,,,,,,,,,,,,,14,,,,3,4,2,,,,,,,1,,70
92211,,,,,,,,,,14,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,0,,,16,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,7,,,,,,,,,2,,3,,6,106,1,,,,,83,1,,,,,,,,,,,,,,,,78,,,,7,8,4,,,,,,,17,,371
92220,,,,,1,,,,,42,,,,,,,1,,,,,1,,,2,16,,,,,,,,,,,,,,,,,47,5,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,16,,,,,,,,,4,,17,,,211,1,,1,1,,132,,1,,,,,,,,,,,,,,,157,1,6,,25,92,46,,,35,29,152,,46,1,1121
92223,,,,,1,,,,,3,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,11,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,29
92225,,,,1,4,,,3,,75,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,0,,2,11,3,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,,19,,,,,,,,,1,,37,,10,280,8,,47,,,374,,,,,,,,,,,,,,,,,321,3,,,2,,,,,,,,,46,3,1278
92227,,,,,4,,,,,46,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,2,,18,2,1,239,8,,12,,,270,1,1,,,,,,,,,,,,,,,238,7,2,,24,50,25,,,,,12,,76,6,1079
92231,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,2,,,,,30,,,1,,,18,,,,,,,,,,,,,,,,,28,,,,2,4,2,,,,,13,,2,,111
92234,,,,,,,,,,32,,,,,,,,,,,,,,,2,27,,,,,,,,,,,,,,,,,25,2,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,16,,,,,,,,,,,7,,,85,,,2,,,42,,,,,,,,,,,,,,,,,54,,1,,13,18,9,,,,,12,,9,,393
92236,,,,,2,,,,,65,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,50,3,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,29,,,,,,,,,2,,8,,,215,,,3,,,180,,,,,,,,,,,,,,,,,184,,1,,4,18,9,,,,3,,,23,,852
92243,,,,,3,,,,,50,,,,,,,1,,,,,3,,,,1,,,,,,,,,1,,,,,,,,8,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,18,,,,,,,,,7,,24,,13,405,3,,44,1,,445,1,,,,,,,,,,,,,,,,394,2,,,20,34,17,,,,,,,117,1,1624
92250,,,,,3,,,4,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,7,,,,,,,,,,,15,1,2,89,6,,2,,,97,,1,,,,,,,,,,,,,,,82,,,,,,,,,,,,,23,,409
92253,,,,,4,,,,,32,,,,,,,4,,,,,3,,,,7,,,,,,,,,,,,,,,,,17,2,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,10,,,,,,,,,3,,5,,4,157,2,,,0,,116,,,,,,,,,,,,,,,,,136,,1,,13,40,20,,,,,,,43,,636
92254,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,8,,,,,,,,,,,1,,,56,,,,,,49,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,218
92260,,,,,3,,,,,12,,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,13,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,9,,,,,,,,,1,,8,,3,84,1,,4,1,,75,1,,,,,,,,,,,,,,,,75,,,,10,26,13,,,40,,,,26,,422
92262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4
92264,,,,,,,,,,13,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,7,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,5,,,,,,,,,,,1,,,46,,,2,,,30,,1,,,,,,,,,,,,,,,27,,2,,3,4,2,,,110,,,,12,,285
92284,,,,,3,,,,,21,,,,,,,5,,,,,,,,,10,,,,,,,,,,,,,,,,,14,1,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,3,,,,,,,,,8,,8,,,133,,,4,,,134,,2,,,,,,,,,,,,,,,103,,3,,34,30,15,,,,,43,,25,,625
92307,,,,,,,,,,8,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,3,,,36,,,,1,,19,,1,,,,,,,,,,,,,,,31,,,,,,,,,,,,,2,,113
92308,,,,,3,,,1,,83,,,,,,,11,,,,,3,,,4,49,,,,,,,,,,,,,,0,1,1,42,4,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,28,5,,29,,,,,,,,,5,,19,,2,264,2,,,,,169,,2,,,,,,,,,,,,,,,200,1,1,,17,28,14,,1,,,,,32,,1067
92311,,,,,3,,,,,17,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,10,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,4,,,,,,,,,3,,3,,1,51,2,,5,,,36,,,,,,,,,,,,,,,,,41,1,,,,2,1,,,,,,,1,,204
92315,,,,,2,,,,,23,,,,,,,2,,,,,2,,,,32,,,,,,,,,,,,,,,,,9,2,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,9,,,,,,,,,3,,4,,,78,0,,,1,,24,,,,,,,,,,,,,,,,,44,0,,,2,14,7,,,,,,,5,0,283
92324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,1,,1,,,15,,,,,,4,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,35
92325,,,,,,,,,,3,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,14,,,,,,5,,,,,,,,,,,,,,,,,13,,,,1,6,3,,,,,,,2,,64
92335,,,,,,,,,,29,,,,,,,1,,,,,,,,,36,,,,,,,,,,,1,,,,,,70,3,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,35,,,,,,,,,1,,3,,2,170,,,,,,55,,,,,,,,,,,,,,,,,101,,0,,2,4,2,,,,,,,5,,588
92336,,,,,3,,,,,23,,,,,,,,,,,,,,,2,36,,,,,,,,,,,,,,0,,,51,6,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,,25,,,,,,,,,,,6,,2,145,,,2,,,56,1,,,,,,,,,,,,,,,,91,,3,,5,20,10,,,,,137,,12,,709
92345,,,,,1,,,,,19,,,,,,,2,,,,,2,,,,12,,,,,,,,,,,,,,0,,,14,1,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,9,,,,,,,,,,,5,,,71,,,1,,,37,,1,,,,,,,,,,,,,,,53,,,,,,,,,,,,,6,,261
92346,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,10,,,,,,5,,,,,,,,,,,,,,,,,7,,,,4,,,,,,,,,,,35
92352,,,,,4,,,1,,6,,,,,,,5,,,,,3,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,12,2,,,,,3,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,1,,59
92359,,,,,,,,,,7,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,1,,,31,,,,,,11,,,,,,,,,,,,,,,,,19,,,,,2,1,,,,,,,3,,96
92363,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,3,13,,,2,,,2,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,39
92371,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,5,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,23,1,,,,,2,,,,,,,,,,,,,,,,,14,,,,1,2,1,,,,,,,0,,59
92373,,,,,2,,,,,19,,,,,,,1,,,,,,,,2,15,,,,,,,,,,,,,,,,,33,3,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,6,,,,,,,,,2,,11,,3,158,1,,1,,,115,,,,,,,,,,,,,,,,,115,1,3,,17,62,31,,,,,1,19,26,1,675
92374,,,,,2,,,,,3,,,,,,,2,,,,,2,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,17,,,,,,5,,1,,,,,,,,,,,,,,,9,,,,1,2,1,,,,,,,3,,58
92376,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,0,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,7,,,,,,3,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,28
92392,,,,,12,,,4,,126,,,,,,,21,,,,,12,,,7,75,,,,,,,,,,,,,,0,,,124,25,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,58,3,,51,,,,,,,,,12,,40,1,,465,6,,,2,,260,,2,,,,,,,,,,,,,,,288,4,2,,25,28,14,,,64,,8,,38,3,1891
92395,,,,,2,,,,,5,,,,,,,2,,,,,1,,,,4,,,,,,,,,,,,,,,,,7,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,,,,,,,,,,1,,,20,,,,1,,5,,,,,,,,,,,,,,,,,10,,,,2,2,1,,,,,,,2,,73
92399,,,,,4,,,1,,41,,,,,,,4,,,,,,,1,,28,,,,,,,,,,,,,,,,,24,7,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,,14,,,,,,,,,2,,10,,,207,3,,2,,,147,,,,,,,,,,,,,,,,,164,1,2,,76,74,37,,,90,49,,,47,1,1079
92401,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,,,,,,,,,,,,,,,,19,3,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,5,,,,,,,,,,,3,,,40,,,,,,10,,,,,,,,,,,,,,,,,31,,,,4,4,2,,,,,,,1,,157
92404,,,,,1,,,,,49,,,,,,,3,,,,,1,,,1,25,,,,,,,,,,,,,,0,,,33,2,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,19,,,,,,,,,3,,5,,,121,1,,1,,,37,,,,,,,,,,,,,,,,,79,1,1,,8,24,12,,,,,,,8,,475
92407,,,,,,,,,,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,37
92408,,,,,,,,,,41,,,,,,,6,,,,,,,,1,23,,,,,,,,,,,,,,,,,32,6,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,20,,,,,,,,,4,,6,,1,219,0,,,,,69,,,,,,,,,,,,,,,,,114,0,3,,34,32,16,,,,,58,,32,0,762
92503,,,,,,,,,,23,,,,,,,2,,,,,,,,2,37,,,,,,,,,,,,,,,1,,62,3,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,31,,,,,,,,,1,,7,,,179,1,,,,,70,,,,,,,,,,,,,,,,,109,1,2,,22,34,17,,,,,,,14,1,681
92506,,,,,,,,,,21,,,,,,,2,,,,,,,,3,24,,,,,,,,,,,,,,,,,32,4,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,6,,,,,,,,,3,,9,,,169,2,,,,,104,,3,,,,,,,,,,,,,,,118,,3,,42,50,25,,,,,,,27,,681
92507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,8,,,,,,7,,,,,,,,,,,,,,,,,7,,,,1,,,,,,,,,1,,30
92509,,,,,,,,,,47,,,,,,,,,,,,,,,1,43,,,,,,,,,,,,,,0,,,47,9,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,25,,,,,,,,,2,,14,,,154,,,,,,97,,,,,,,,,,,,,,,,,99,,1,,10,20,10,,,,,,,10,,658
92530,,,,,1,,,,,21,,,,,,,1,,,,,1,,,1,20,,,,,,,,,,,,,,,,1,51,4,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,4,18,,,20,,,,,,,,,2,,11,,4,179,,,1,1,,116,,,,,,,,,,,,,,,,,125,,7,,22,32,16,,,43,29,,,34,,792
